Date and time: 2022-09-22 12:54:50.827256
Program settings and initial information: 
path_to_file_folder_fixed = 120422/
paper_area = 6241mm2; paper_area_thresold = 5000pixels 
paper threshold position = photo width/x_pos_divider = img.shape[0]/10
contour_area_threshold = 1000 pixels 
template_filename = 120422/template/template.jpg
leaves parameters(0, 71, 0, 255, 120, 255)
roots parameters(51, 255, 0, 255, 134, 255)
seeds parameters(0, 31, 35, 255, 156, 255)
blur parameters(5, 3, 0, 130)

test_type = Mann Whitney U-test

,1,2,3,4,5
1,1.0,0.009184198335560775,0.0008447939675900071,0.8495154076886647,0.23009448231558594
2,0.009184198335560775,1.0,0.6349417110540708,0.01690636968443096,0.20577410669216956
3,0.0008447939675900071,0.6349417110540708,1.0,0.002017423113617148,0.07849313991873279
4,0.8495154076886647,0.01690636968443096,0.002017423113617148,1.0,0.3182791875134168
5,0.23009448231558594,0.20577410669216956,0.07849313991873279,0.3182791875134168,1.0
