Date and time: 2022-12-21 16:44:05.880708
Program settings and initial information: 
path_to_file_folder_fixed = C:/Users/dasha/plants/for_git/plants/wheat_fe_nanoparticles/raw_data
paper_area = 6241mm2; paper_area_threshold = 5000pixels 
paper threshold position = photo width/x_pos_divider = img.shape[0]/11
contour_area_threshold = 1000 pixels 
template_filename = C:/Users/dasha/plants/for_git/plants/wheat_fe_nanoparticles/raw_data/template/template.jpg
leaves parameters[0, 71, 0, 255, 120, 255]
roots parameters[51, 255, 0, 255, 134, 255]
seeds parameters[0, 31, 35, 255, 156, 255]
blur parameters[5, 3, 130]

,roots_length_C_20220412_133002.jpg,leaves_length_C_20220412_133002.jpg,plant_area_C_20220412_133002.jpg,roots_max_length_C_20220412_133002.jpg,roots_length_C_20220412_133218.jpg,leaves_length_C_20220412_133218.jpg,plant_area_C_20220412_133218.jpg,roots_max_length_C_20220412_133218.jpg,roots_length_C_20220412_133404.jpg,leaves_length_C_20220412_133404.jpg,plant_area_C_20220412_133404.jpg,roots_max_length_C_20220412_133404.jpg,roots_length_C_20220412_140625.jpg,leaves_length_C_20220412_140625.jpg,plant_area_C_20220412_140625.jpg,roots_max_length_C_20220412_140625.jpg,roots_length_C_20220412_140747.jpg,leaves_length_C_20220412_140747.jpg,plant_area_C_20220412_140747.jpg,roots_max_length_C_20220412_140747.jpg,roots_length_C_20220412_140915.jpg,leaves_length_C_20220412_140915.jpg,plant_area_C_20220412_140915.jpg,roots_max_length_C_20220412_140915.jpg,roots_length_C_20220412_124644.jpg,leaves_length_C_20220412_124644.jpg,plant_area_C_20220412_124644.jpg,roots_max_length_C_20220412_124644.jpg,roots_length_C_20220412_125412.jpg,leaves_length_C_20220412_125412.jpg,plant_area_C_20220412_125412.jpg,roots_max_length_C_20220412_125412.jpg,roots_length_C_20220412_130425.jpg,leaves_length_C_20220412_130425.jpg,plant_area_C_20220412_130425.jpg,roots_max_length_C_20220412_130425.jpg,roots_length_C_20220412_130708.jpg,leaves_length_C_20220412_130708.jpg,plant_area_C_20220412_130708.jpg,roots_max_length_C_20220412_130708.jpg,roots_length_C_20220412_151613.jpg,leaves_length_C_20220412_151613.jpg,plant_area_C_20220412_151613.jpg,roots_max_length_C_20220412_151613.jpg,roots_length_C_20220412_151806.jpg,leaves_length_C_20220412_151806.jpg,plant_area_C_20220412_151806.jpg,roots_max_length_C_20220412_151806.jpg,roots_length_C_20220412_151854.jpg,leaves_length_C_20220412_151854.jpg,plant_area_C_20220412_151854.jpg,roots_max_length_C_20220412_151854.jpg,roots_length_C_20220412_122111.jpg,leaves_length_C_20220412_122111.jpg,plant_area_C_20220412_122111.jpg,roots_max_length_C_20220412_122111.jpg,roots_length_C_20220412_122534.jpg,leaves_length_C_20220412_122534.jpg,plant_area_C_20220412_122534.jpg,roots_max_length_C_20220412_122534.jpg,roots_length_C_20220412_123316.jpg,leaves_length_C_20220412_123316.jpg,plant_area_C_20220412_123316.jpg,roots_max_length_C_20220412_123316.jpg,roots_length_C_20220412_123513.jpg,leaves_length_C_20220412_123513.jpg,plant_area_C_20220412_123513.jpg,roots_max_length_C_20220412_123513.jpg,roots_length_C_20220412_134256.jpg,leaves_length_C_20220412_134256.jpg,plant_area_C_20220412_134256.jpg,roots_max_length_C_20220412_134256.jpg,roots_length_C_20220412_135027.jpg,leaves_length_C_20220412_135027.jpg,plant_area_C_20220412_135027.jpg,roots_max_length_C_20220412_135027.jpg,roots_length_C_20220412_135619.jpg,leaves_length_C_20220412_135619.jpg,plant_area_C_20220412_135619.jpg,roots_max_length_C_20220412_135619.jpg,roots_length_C_20220412_132105.jpg,leaves_length_C_20220412_132105.jpg,plant_area_C_20220412_132105.jpg,roots_max_length_C_20220412_132105.jpg,roots_length_C_20220412_132432.jpg,leaves_length_C_20220412_132432.jpg,plant_area_C_20220412_132432.jpg,roots_max_length_C_20220412_132432.jpg,roots_length_C_20220412_132710.jpg,leaves_length_C_20220412_132710.jpg,plant_area_C_20220412_132710.jpg,roots_max_length_C_20220412_132710.jpg,roots_length_C_20220412_152057.jpg,leaves_length_C_20220412_152057.jpg,plant_area_C_20220412_152057.jpg,roots_max_length_C_20220412_152057.jpg,roots_length_C_20220412_152242.jpg,leaves_length_C_20220412_152242.jpg,plant_area_C_20220412_152242.jpg,roots_max_length_C_20220412_152242.jpg,roots_length_C_20220412_152424.jpg,leaves_length_C_20220412_152424.jpg,plant_area_C_20220412_152424.jpg,roots_max_length_C_20220412_152424.jpg,roots_length_C_20220412_131007.jpg,leaves_length_C_20220412_131007.jpg,plant_area_C_20220412_131007.jpg,roots_max_length_C_20220412_131007.jpg,roots_length_C_20220412_131328.jpg,leaves_length_C_20220412_131328.jpg,plant_area_C_20220412_131328.jpg,roots_max_length_C_20220412_131328.jpg,roots_length_C_20220412_131606.jpg,leaves_length_C_20220412_131606.jpg,plant_area_C_20220412_131606.jpg,roots_max_length_C_20220412_131606.jpg,roots_length_C_20220412_140035.jpg,leaves_length_C_20220412_140035.jpg,plant_area_C_20220412_140035.jpg,roots_max_length_C_20220412_140035.jpg,roots_length_C_20220412_140320.jpg,leaves_length_C_20220412_140320.jpg,plant_area_C_20220412_140320.jpg,roots_max_length_C_20220412_140320.jpg,roots_length_C_20220412_140429.jpg,leaves_length_C_20220412_140429.jpg,plant_area_C_20220412_140429.jpg,roots_max_length_C_20220412_140429.jpg
0,140.02072905952832,48.81201975709448,310.49663089357034,70.01036452976416,240.93951797267127,313.2213733644727,439.49123653776996,180.70463847950347,6173.293980750805,959.4905992840552,6737.074035167415,342.96077670837803,125.96205317240262,258.4667702420749,350.0888396772219,83.9747021149351,265.033939700899,159.37219400988596,343.4737303254214,88.34464656696633,190.59961744559442,28.105109505505975,426.67730426966017,63.53320581519814,154.13148404878095,137.42928504939394,354.6285403371453,61.65259361951238,258.66115998389114,73.46704959369237,374.336020350178,86.22038666129706,178.81514995431363,119.64060392530163,346.06630861526105,107.28908997258817,256.52136801140347,93.25726889807225,357.9325881191388,69.96037309401912,364.6931013035102,165.22435464891126,1240.6347038505503,109.40793039105306,134.5725147660731,127.37170476543236,276.3428593918499,67.28625738303656,216.71332509450738,41.215467276896135,195.88277771240655,108.35666254725369,240.4877002252234,66.88273352778464,428.40118768236715,51.53307861969073,180.76157841204125,59.45419632209242,310.16008804779557,60.25385947068042,333.05612927701424,45.280537718372315,482.7007521032711,76.85910675623406,180.18208331166434,81.34061286227296,295.3954956967008,67.56828124187413,120.71005183371345,156.7970716576263,302.5263587194003,90.53253887528508,137.2542894305382,101.40927359292637,234.40944621927895,68.6271447152691,236.1959257847151,109.74215658402967,283.57359900373604,101.22682533630646,111.56030552053227,152.6090935460908,267.21019411549264,83.6702291403992,148.28866475092497,141.0779183206759,286.18805216659655,55.60824928159686,81.07161411630528,92.01918221733811,227.56521630200075,48.64296846978317,265.7834848810992,386.4082972502134,468.18665217711293,159.4700909286595,130.65662047424442,107.05488085044678,347.71934978214995,65.32831023712221,231.97228249838375,84.11778736664323,250.71731984788568,86.9896059368939,146.36563814424574,150.21215228847925,358.81682806734756,87.81938288654746,107.62101940840328,435.11293868343694,945.3571824352404,107.62101940840328,628.6756797040416,879.8451498250342,6509.955680061047,471.5067597780312,187.0045159286438,98.82389780462906,325.39113659778536,80.14479254084733,142.56898352209248,163.24501665692637,360.6340383200879,53.46336882078469,198.48250042754512,74.6208976221907,345.6441688282686,74.4309376603294
1,161.07966519841176,38.829660078453415,326.4240783853526,69.03414222789077,128.8890790769353,105.17261144294288,256.1188682578439,96.66680930770148,305.3084291601971,229.55989621231197,637.7082221338936,61.06168583203942,166.48172714104143,22.6367875299304,386.88537782572763,71.34931163187491,192.28598413888972,161.63917426574451,401.35435434485555,82.40827891666703,130.06497540599915,95.26884712152274,249.11509762022516,86.70998360399943,143.14951349085348,153.03690386663354,392.7793379680161,71.57475674542674,227.39597211319725,73.54344951635007,313.5250827591744,68.21879163395919,204.72158690861238,108.84245883313952,385.0235335656996,87.73782296083388,173.25864157836563,145.1367121088865,310.40651133238447,74.25370353358527,197.55880985426722,44.15919633421637,385.63183532614283,84.66806136611453,166.12976947871724,158.87845629175698,314.58243874024924,55.37658982623909,351.19204933724484,76.48551031334996,521.0335013717634,70.23840986744898,253.33539765665182,138.97269821316266,348.0108919006928,84.44513255221727,217.39631040697128,80.66710526207413,317.42254584902895,81.52361640261424,332.6103431453879,202.45796166772763,570.2646453285239,99.78310294361638,183.7487125411882,99.32420615067069,313.39435958685743,68.90576720294558,175.41285484089212,101.36663479534,294.95107930435125,75.17693778895378,668.9983383778809,151.13517277983942,1273.1519603559166,83.62479229723512,164.0215768051724,131.02099571987364,333.29539227895395,82.0107884025862,123.58849872502495,64.72338351218954,220.21792516176293,46.345687021884366,200.59727483558194,100.32524558508494,358.2998698770191,60.17918245067459,105.9561163281109,87.90582939463121,228.64020444050544,52.97805816405545,300.85882730433246,42.704832829050055,460.62264472981633,64.46974870807124,109.35279148061954,83.45013179150637,279.6814420074304,65.61167488837172,155.5635303183003,222.87667371074173,342.3921279720403,58.33632386936261,289.8763382083985,87.8527953883265,639.6889426891158,72.46908455209963,157.7526313005336,211.06585832721382,290.7944943268395,59.157236737700096,566.4237212134545,117.62351012265097,2231.479908428218,188.80790707115153,145.98462615288315,236.10310580248418,319.05130928976456,62.564839779807066,176.17023632059477,107.72164049881772,299.0761607451007,66.06383862022304,162.79246765475133,121.45583086501983,258.979721805345,81.39623382737567
2,129.76428841173922,31.77899480948835,324.29779367693175,48.66160815440221,73.86955431639844,108.69603423957867,259.583924819715,49.246369544265626,206.68148679203878,125.01914781514364,355.26673669865426,68.8938289306796,181.30482475356328,111.56410485043061,335.97267175187227,60.43494158452109,184.28683237963207,45.65954295709013,334.27442241510204,69.10756214236203,95.2155643658411,83.13654366212441,149.6864737590241,40.80667044250333,95.40191657133698,88.10747534475499,347.18248653680376,57.24114994280218,241.5267230719736,104.05416904251055,343.2330432236647,72.45801692159209,197.97068705719252,107.55489654343768,372.52972712077434,74.23900764644719,88.22344667647783,130.24407070394878,243.75337542163575,52.9340680058867,502.9837256081608,294.0251023929743,898.8940265548742,94.30944855153015,169.9608807584639,18.328496151733397,254.45237049456478,56.65362691948797,202.00464659457205,44.63541146292408,277.1269763610803,86.57341996910232,197.34102963202594,81.53278785340517,281.0957316261335,84.57472698515397,184.75339099675506,50.79856467186846,222.97123151808339,79.18002471289503,233.138068653198,106.46067733603608,353.3821343960387,53.801092766122615,465.2106010661345,93.16847138430246,676.2603439402621,93.04212021322688,65.53845006203859,127.49000478325853,294.6076666375357,39.323070037223154,229.3967310146926,43.055710273885296,192.91711576991676,114.6983655073463,183.94465258336706,124.84201722679465,310.37260273972606,55.183395775010126,110.68862713386318,122.26223314162552,229.2087443535588,66.41317628031791,120.93106324251045,99.89725038350534,264.4507049143438,90.69829743188284,150.21893906506762,84.44178981961747,267.18341551561883,40.968801563200266,460.0196542024465,83.66066724772296,943.0968665296007,55.20235850429358,152.63595856539777,99.41453993157067,381.3242603586814,57.23848446202416,393.22925596698474,39.983963973784334,714.5443615664742,65.53820932783078,251.02232587902694,85.13131660472311,303.27114999559245,125.51116293951347,115.01000656436489,88.70103811328559,282.38503192333366,69.00600393861893,449.3351171607235,284.04748636403644,1746.2066590356847,224.66755858036174,99.58246235466974,57.64361707989521,274.3325273947032,49.79123117733487,342.78875145483516,83.51380829814673,808.8291868576686,54.12453970339502,145.852370963405,98.63107579082417,237.03096621654336,97.23491397560332
3,211.3421636102149,109.96353102438617,366.3116044896182,84.53686544408596,157.70092100156705,92.65629849955782,258.30421643038756,67.58610900067158,145.20867224719387,137.99812780717593,327.7431624174285,72.60433612359694,337.1233308582255,54.20083834014582,519.7387964592837,112.3744436194085,105.33107913195165,104.79675486541582,240.36646591426694,45.14189105655071,106.32318832231196,37.97661550607708,192.95597836398645,45.56708070956227,205.9749644687609,132.6558208750492,358.9447967983323,77.24061167578533,416.91683759273565,183.04411221873934,656.9153109588417,83.38336751854715,314.12847829032984,208.46321825221813,328.6598889565544,117.79817935887368,,,,,125.98677394723515,134.90424527123858,301.4261238168505,53.9943316916722,127.91623984215983,19.057250889148495,232.6994340409789,47.968589940809935,84.02745622201047,11.615712304349895,133.38426714394535,63.020592166507846,121.62398245701743,81.45732073517917,274.8887598472246,48.649592982806965,74.63460869464946,45.15799110033406,112.08590021144715,49.75640579643297,239.79141380013633,138.09181068364194,309.5497593722022,89.92178017505113,151.18433875383715,70.89180265374178,204.43154048079137,60.47373550153486,89.11508695552185,106.17060599007148,251.2366668932413,53.4690521733131,173.44977538489655,220.77760264544696,333.5547032034414,104.06986523093794,196.8171028139779,67.7720377916392,320.8993773349938,73.8064135552417,169.22701936051794,123.4732434716765,264.94344097179834,84.61350968025897,243.10127449721324,92.84953842170987,499.61298033805883,60.77531862430331,252.67294944920857,133.6878501904126,448.152782323162,68.9108043952387,120.65533684841992,125.0937699443303,287.373647280625,45.24575131815747,314.382026193004,164.05729305951584,607.006751502734,62.876405238600796,124.03771361581704,165.98835240282054,304.46258159055844,62.01885680790852,127.68939802543352,137.1544831538998,283.4460388620937,76.61363881526012,159.00704258896502,89.62267105512322,272.63948670805576,68.14587539527072,330.547479498954,49.99220097063211,1602.454485209952,165.273739749477,162.99022244017797,130.3844291818806,310.2115500779501,44.45187884732126,120.27934038127638,102.82321133273568,248.16128543608664,72.16760422876582,41.220015496996574,39.275105832789656,91.20624103019789,24.732009298197948
4,167.69237905159414,170.50070086830394,341.17025659467885,67.07695162063766,159.95489570302556,116.17941009084055,297.75861046441935,68.55209815843952,142.24061948228697,127.7131631215979,273.503214531322,53.34023230585761,162.6652054568979,85.99646082408434,366.80380002397493,54.221735152299296,163.7023529064237,22.172661593210915,217.30897312617037,98.2214117438542,100.15167376957189,69.34095039110268,177.6010307899509,50.07583688478594,195.75374681507705,120.58807436687421,293.09631552553174,97.87687340753853,188.90188686722271,90.48535864482942,311.46202994914034,53.971967676349344,209.81143476897648,46.12686440675111,357.630155357166,89.91918632956134,,,,,181.16840306049875,109.61729638059428,263.4830146603088,77.64360131164231,198.4343822644373,113.26519992811154,319.51467636432335,74.41289334916398,,,,,191.8104619882459,87.09277464284716,321.701340553963,71.9289232455922,173.01618800392305,59.98061597589481,279.75223627840387,64.88107050147114,250.1636710440552,119.06845197645534,331.71808894017107,68.22645573928779,66.32701846769302,89.76256499294456,231.19752774729812,49.745263850769774,516.6596721190608,133.2347804150571,911.3162140029585,73.80852458843727,145.5878055365862,99.95244800872526,283.1740449070883,72.7939027682931,735.6004294002742,271.354014629929,1231.081693648817,71.18713832905878,170.96026142022865,38.82382894358568,287.76335917470396,46.62552584188054,178.9953750315269,23.715969405175528,219.89728437578472,76.71230358494009,72.29152626339317,69.21865626126113,135.31168877941693,27.109322348772437,151.13201981639807,97.0241757198916,248.94770763880302,90.67921188983884,114.95519782629573,17.049349110808194,294.62551685407135,38.318399275431915,181.42501246573295,112.37604823313339,324.1416778033379,77.75357677102842,150.8534406092256,118.71856954213452,251.75336863579696,90.51206436553534,168.04547848921734,61.496396082586365,294.6259082723621,56.01515949640578,323.5017655183842,102.08555248336077,1778.0401831435627,242.62632413878816,254.3827326970499,143.34626990872516,354.1703526742582,69.37710891737724,182.01557651285955,30.865915822651758,230.8907726015589,45.50389412821489,47.143730627290765,12.435812739860017,86.04068132235382,47.143730627290765
5,114.67477388244855,29.50007711139974,283.89838421693514,57.337386941224274,184.06553443245818,59.09996078534063,249.95658016769823,69.02457541217181,115.65824641548481,92.4196917630841,176.4028795134354,69.39494784929089,135.9883461677102,114.01234916724596,284.626833607783,101.99125962578265,111.47081480753424,125.1878910894899,266.70096538286356,55.73540740376712,179.84683545003972,33.954040037639885,144.85286826479546,134.88512658752978,232.46693908446235,103.25548563349413,268.85572829090336,154.9779593896416,220.33856243863343,91.11164330170433,275.0737080045398,82.62696091448754,366.5653215425454,35.78134995454112,623.7603625432448,91.64133038563635,,,,,225.34479369665232,99.33708681804191,271.37487035577806,135.20687621799138,540.9134220753573,86.81654669457325,838.2249415543014,77.27334601076534,,,,,153.67800525034153,70.52806486352223,306.66445085731607,27.119647985354383,330.3699826299207,57.50035507074489,430.37443018853645,58.300585169986,204.22724212261028,62.477206129521846,251.5570864805639,76.58521579597885,,,,,96.53423773555093,46.00501844845625,269.98295835234944,48.267118867775466,84.43575224604285,125.75937123416452,292.58759212685595,63.32681418453214,254.55943178592025,96.42693208592873,290.5389788293898,127.27971589296013,172.77023235427163,77.14422902845779,298.03041753143697,64.78883713285185,89.66136765294686,132.5050009214683,255.08817707161327,44.83068382647343,54.83823188202807,66.21433348840955,139.63118657231755,20.564336955760528,261.0296380059139,121.89815460185572,383.79031068505424,60.23760877059552,210.8871882825414,125.70272430928625,446.2616577592911,57.514687713420386,145.78254934127472,32.41992870148194,338.95130440109426,54.668456002978026,94.94337834291841,60.79051783663861,174.98755178884005,71.20753375718881,344.08553444604604,70.2367590111308,475.3507568411641,79.40435410293368,316.9757435362353,208.381096079176,1567.7383978954554,190.1854461217412,168.28297323454447,106.0050276062368,310.87153210055163,84.14148661727224,131.96976041779425,88.79874075787315,270.2464897718879,79.18185625067653,95.09765818674757,20.227592378919702,160.97053610330715,47.54882909337378
6,212.15370538327403,156.3585354334245,301.5780478110272,106.07685269163701,101.35722360362527,81.61484832245446,160.96762755600983,50.678611801812636,74.52851555026461,94.81169940125531,153.5059432551625,74.52851555026461,191.0811992930162,162.44619470168567,347.27348122070174,95.5405996465081,177.23409945810417,87.80806843899515,306.3014196062554,75.95747119633036,60.386050109182136,53.519062902989,127.88671885935038,45.2895375818866,179.6228769471144,44.42837716925726,470.8810781045655,44.9057192367786,188.92267214029872,92.13758128192647,271.8317678744863,113.3536032841792,144.61378293691138,131.70686723294642,220.52174870751648,86.76826976214682,,,,,218.1316948098746,10.977204757768709,365.49399665494553,72.71056493662486,150.3314265254738,31.074030495703795,219.31754630394914,90.19885591528428,,,,,187.233920318684,120.0346441561181,323.5033646188075,70.21272011950649,113.57928420900039,45.50092372173805,211.7528007682107,85.1844631567503,128.57607344636537,77.30944730583403,254.58279115317112,35.066201849008735,,,,,156.88412586936516,120.68810135876551,263.5793221534946,67.23605394401363,135.62078239197055,79.71211001410566,306.60690923097343,50.85779339698896,179.9276290579963,73.53238505914925,311.67123287671234,89.96381452899816,56.41136066663273,14.153108675551099,210.52231717738985,33.84681639997964,153.71612278270433,71.92863731684689,311.3447574135856,65.87833833544471,130.1977360061699,65.1887421880869,211.06903468567432,78.11864160370195,185.64364660966544,123.47514696802342,328.7313727547325,92.82182330483272,253.0951624520907,28.573273814542596,217.44014058430741,84.36505415069689,146.99657491834526,92.65664726883251,344.52503615052154,62.99853210786225,163.05086940601075,93.85412267971994,282.16890088025286,69.87894403114746,170.32595666552604,41.886321336645935,303.3497431021673,56.77531888850868,473.98862442315493,239.64944817282486,1600.8252103540372,236.99431221157747,116.6924570788039,101.4762977838667,230.5137209850076,70.01547424728233,146.0431797448185,98.0105594285038,290.8112652125502,62.58993417635079,40.83773309520992,0.0,60.36882420827588,40.83773309520992
7,232.7446817490118,122.58120427609973,278.1298525542748,93.09787269960471,146.14726102176786,100.63850282731481,281.3783430810289,62.63454043790051,105.6515280094657,95.92167780597931,194.77161685562686,63.390916805679424,74.08066454453622,105.80162276249206,241.33331440576913,22.224199363360864,273.5068000685203,74.38212069896291,580.3262975099955,82.05204002055608,72.22125228710728,17.62210498137338,74.32881701767647,48.14750152473819,253.78836595980061,130.625658417213,287.2867570659246,84.59612198660022,209.24620295159443,121.22308569637948,330.2063383374497,89.67694412211189,95.00845884681625,45.395096019684125,232.0653789341384,47.50422942340813,,,,,281.7584479389971,95.8479060400564,326.94830738372514,84.52753438169913,142.89568462465186,82.14530588845713,341.2479624688093,85.73741077479113,,,,,201.17377515671348,84.68825673422941,241.0507524073667,75.44016568376756,187.18532315426367,46.977439175005216,211.67407493838704,80.22228135182728,79.1864174252149,85.75376086884275,219.96872969854456,47.511850455128936,,,,,155.9664582447573,49.603134525481856,185.8872564727512,58.48742184178397,227.94442772720518,114.14360265702895,335.1303613217716,85.47916039770195,215.02329317206528,63.427307237843884,245.91332503113327,107.51164658603264,109.72251692197162,192.37554581170502,188.94054144793068,73.14834461464774,86.88302592065897,108.38740704891403,202.49519458114423,52.12981555239538,64.05578276503192,24.67545679331537,112.54148548199952,48.04183707377394,238.76708295794268,139.7110849223031,362.0950955261415,71.63012488738279,150.56824715288352,11.25697796249337,295.5498926177811,64.52924877980722,123.21908262400444,85.09372392158843,210.17194268147398,61.60954131200222,106.92182111140573,90.78244780540913,261.1255965948444,64.15309266684345,93.68901587162532,40.836866472298574,212.61400156153584,46.84450793581266,297.58763853660946,175.90083342107468,1504.0713496796993,297.58763853660946,158.8355607917629,121.0173203797194,288.9521291680887,26.472593465293816,153.4905395608424,72.38819779557073,292.70205499240257,57.55895233531591,72.727338192868,76.58944814925816,89.10103179077464,54.545503644651006
8,107.87476544912239,105.87300129757553,233.89131792629607,46.23204233533817,123.85562678134647,72.5968798614263,247.61372942416043,46.44586004300493,136.9248803529757,57.125813699361,267.67561940453885,82.15492821178542,162.3462771245882,184.42429002191855,358.16084644067155,64.93851084983527,61.84576875456365,50.49900619799569,193.5013221822967,61.84576875456365,70.45312370004063,21.38672608033534,93.77971141613868,35.22656185002032,134.7932521907358,50.50876707474843,259.22086197232954,57.76853665317249,198.48321063878973,92.59345903891887,242.24169614199795,74.43120398954616,148.58310840056276,44.227033559239075,216.1751979216606,89.14986504033766,,,,,108.39941754530189,58.95936879991696,237.90251688878786,81.29956315897641,163.96580514828682,96.05647259344207,265.08320935760895,70.27105934926577,,,,,104.38831905447249,40.14581164200492,127.50321383255346,44.73785102334536,272.4821504099988,46.56373143270082,287.60513780331473,90.8273834699996,98.2473023384194,75.79923826170904,161.51211542377317,49.1236511692097,,,,,75.95822928678118,20.956179406340155,189.52339059197476,45.57493757206871,194.21598276053163,107.80983087505874,245.07543963566806,83.235421183085,116.24883685197523,65.46429960490542,221.49514321295146,49.820930079417955,131.51980351217293,123.89870554136021,244.65695275302164,65.75990175608646,154.67547517551154,97.16547854132443,203.85886711475933,51.55849172517052,172.7755506184237,0.0,278.96919456140654,74.04666455075301,239.85373661334944,113.63292510825345,315.14743173180966,65.4146554400044,230.30176651212653,97.98976626853964,271.05393487947276,76.76725550404217,62.813503740795454,65.16775079830317,120.42882498311363,37.68810224447727,143.33944707581378,59.91827151555091,288.1026804266519,107.50458530686032,139.66109388365726,98.22964029015526,282.07065949703434,52.372910206371465,334.67356616294705,116.58089282154005,1521.8680442596942,200.80413969776828,198.5528799623629,68.16416534320436,239.13348618928822,99.27643998118145,113.32697163844514,61.258261740213946,187.6365198026683,84.99522872883385,46.46891908326736,0.0,47.172281105594976,46.46891908326736
9,213.2003667354438,73.31739024802091,272.696013854977,106.6001833677219,160.83977472253463,82.74886758606877,226.07525284071193,96.50386483352078,143.5547721958857,33.378974369899304,163.29079047817336,47.8515907319619,78.22097074003197,94.43084902311074,236.15541738433683,58.66572805502399,153.21817646811303,40.72496303222961,239.43863872159525,76.60908823405651,46.01926002761022,54.722418709665234,157.62601049452414,17.25722251035383,44.36163210215032,70.1798983641354,168.23172102749672,22.18081605107516,120.35497650757829,74.71979290498142,220.31439198963605,60.17748825378914,237.37751145908092,74.63635232264632,264.4320199023025,79.12583715302696,,,,,132.2595999363708,52.26873522538093,197.2575162502998,66.1297999681854,160.96496917062626,72.07906817678857,221.439784006738,64.38598766825051,,,,,98.03650327045159,46.78624423233655,172.77406283936932,73.52737745283869,168.86526596403044,22.727080091227844,186.30467627771006,72.37082827029876,135.8620035996831,53.93576676459926,276.8318061790762,67.93100179984155,,,,,123.95018007797465,100.17985492918592,223.0970289594723,53.12150574770341,179.21831112495013,35.205588362213255,302.8091691508955,67.2068666718563,261.1817335903359,77.69311493425943,298.2520547945206,78.35452007710077,188.78374659285802,36.161478169190914,261.3433036259309,47.195936648214506,183.8297227973788,67.894305477244,248.71758747427705,61.27657426579293,45.811867901664755,0.0,98.35164205373768,45.811867901664755,221.42802259960195,98.78406498960314,300.312595420445,60.38946070898235,226.36582926800332,21.02404557019526,249.6970031720955,113.18291463400166,171.17392191906416,48.25211897240702,252.02523524035058,57.05797397302139,110.96176856267141,51.151212323282444,238.4711336246521,83.22132642200354,147.6769204025527,74.96670026727662,207.17142893122946,73.83846020127635,258.7872516895807,91.27420327958737,1176.7124324758518,258.7872516895807,206.41665736741635,66.24714640086435,204.93441774539068,88.46428172889271,155.137414580077,38.99945337183579,189.1764413759501,77.5687072900385,,,,
