Date and time: 2023-05-29 12:48:10.732279
Program settings and initial information: 
path_to_file_folder_fixed = C:/Users/ww/Desktop/лучшие результаты старая вер/wheat 4567/raw_data
paper_area = 6241mm2; paper_area_threshold = 5000pixels 
paper threshold position = photo width/x_pos_divider = img.shape[0]/11
contour_area_threshold = 388.5 pixels 
template_filename = C:/Users/ww/Desktop/лучшие результаты старая вер/wheat 4567/template.JPG
leaves parameters[0, 113, 0, 255, 104, 255]
roots parameters[52, 255, 0, 255, 118, 255]
seeds parameters[0, 21, 88, 255, 179, 255]
blur parameters[5, 5, 139]

,4day,5day,6day,7day
0,67.03776584741136,81.27951353433626,114.3700627688556,124.52792668185705
1,94.42753554964689,50.115172665489354,,55.77059124766644
2,70.70040956715313,,76.97830413090338,78.3929531784071
3,,72.05943695042949,67.19661426780748,137.73970736087477
4,95.57569375596754,62.83570599563323,63.46572806330929,92.78720333940377
5,72.58841339481609,100.51355672913229,177.11594901429348,84.36149665268306
6,56.84939482408093,91.27937635168762,147.57747737302302,175.81312423434704
7,69.9304212763174,106.30361640958881,105.3922956963032,107.83597365847508
8,155.29842927564653,72.62432003456973,82.16244523978268,95.00539252808294
9,78.96790694095816,111.8781999445834,91.71173163641738,106.58764812395825
10,65.0841253322192,39.37286927985603,59.441258102370014,140.35961385163444
11,93.89434193843152,75.85094776839992,201.57444953064405,64.3033244894974
12,54.927296486730725,50.24717635325725,110.9071430774752,73.52126792853562
13,,84.96259734304641,55.35505864415091,103.72652784111355
14,42.37644516990235,40.27706744715501,78.78825676460451,178.58766525216845
15,68.01787577670605,74.25487182412589,93.49883344628996,65.72123861305337
16,68.31528132912197,23.914239130674726,96.23664061575187,79.26880094477427
17,55.35564291406959,84.15997561238453,72.64624226274904,108.37650722792637
18,,137.12463899412603,57.88670654121699,79.85621202984834
19,47.38634884000373,45.53839605296856,124.87819087625935,81.86384122635761
20,14.591730141495814,99.31365381499587,98.22019986937724,102.38497327925887
21,87.22125576995955,61.178475871722924,153.79955142045688,134.68129110202523
22,62.57939020584891,73.7198890812021,,66.4246618993112
23,,86.11963134875091,118.9419801138539,80.4323458392323
24,68.12766573710029,44.298868254527825,88.63874933351605,87.0298144327408
25,45.572976369467284,47.09537083248689,126.05122078861059,70.6514124712521
26,68.77327412686674,41.56977711147686,223.03495958337714,100.85985727231017
27,37.98245472611437,87.30436568071599,68.78395764039148,73.35769770981676
28,,134.65074430935286,219.32380050052566,140.46338836581788
29,72.74127623487327,47.34873446249138,77.87780236651314,170.8476912278746
30,35.735451471687476,96.4432670910363,121.1406795435048,118.87858870422305
31,57.48706556181823,62.920043802380874,89.92591597850257,68.09748954312596
32,54.977184901141214,135.30040453898422,93.80764677650467,52.45095041010528
33,,62.474727994280045,183.04270502960546,123.21922199743736
34,27.413355106306916,47.20974985091623,86.45797739369281,105.8429512281443
35,44.87981070704278,35.56130770038569,77.01694527536874,144.96876062997183
36,61.3833658669094,102.30678600994321,194.1567887725217,72.46440626723944
37,71.69523443891289,40.857429639565666,91.88208431815788,157.68472439171236
38,155.38975112752615,64.44438519387097,114.65374963256743,75.87758679378445
39,57.12813632693395,61.56857550585924,93.77363298837798,61.41894631974808
40,62.75675924656695,31.811274019022207,93.29892300395576,61.53346676027952
41,37.82049026938061,53.42310574699432,65.40905267259436,153.10610461049953
42,29.967464887956886,,109.19251739281957,164.53474741570398
43,112.32236578110337,5.015073137247885,114.03489981849816,
44,45.28621711727782,86.07902326822462,201.64191686846442,168.61097277431014
45,4.7738312529597895,56.3013783728052,105.50233844058386,31.646046697593786
46,70.40740354169692,29.248190999692966,85.7890969281163,66.0709780687507
47,42.162843536152934,45.509959155538,76.55687548122269,37.61938492262134
48,,62.737288176405556,4.650134511257148,168.9326695155211
49,24.966970491537243,62.60465996604927,163.14667729744804,203.02378689986222
50,41.50935838530799,58.53232326578747,103.97708868098992,95.47465665907667
51,23.800998020822103,36.89169248899574,184.27415373692637,163.04159063428713
52,47.14182337667032,45.34455352712601,109.66004150317833,51.0091011932663
53,19.137548123152172,23.184725605537267,188.26897773360764,87.29987717957505
54,49.383190655509324,49.58592348275791,128.6197784721853,117.76365687602112
55,4.7738312529597895,57.626121897897946,128.99587705493266,105.3953058415197
56,29.963147008096406,52.07093210320023,81.93169539845256,200.2074560609019
57,22.28281251722048,74.03912194403722,167.78604986885242,4.9514072993014535
58,19.137548123152172,49.993888711914906,93.08607264474932,113.6463007463593
59,62.427240509385,72.07228759457777,94.99075850126763,48.749654963441955
60,4.7738312529597895,130.65980841170588,69.492525900703,95.21016533069388
61,53.46469619072391,54.09919256889135,158.74834478666003,90.80143794905263
62,33.44672608161143,4.6216878120952245,38.48962172220695,61.42693582776041
63,19.137548123152172,33.64121913020872,90.1803918684106,82.18502403208517
64,33.44588699453435,34.82372293733562,5.047906499581378,125.47981456901813
65,4.7738312529597895,45.153918463064855,56.508721562202595,65.16651639258707
66,31.255567758404727,48.91170612438181,50.12023250584314,5.091322974255635
67,71.57122965797926,51.0675882701807,4.85381624509231,58.801496833463716
68,,72.19750195004478,64.590293383534,57.085287576920564
69,4.284291840824813,47.664309527288964,73.42592041559128,89.00485759764183
70,4.7738312529597895,48.10332786244875,4.801277510503663,61.99829137347298
71,4.8654195036060734,63.50770401941982,5.047906499581378,97.22560710718325
72,50.5844654690696,89.79795233834096,29.21251887306036,80.07245301673373
73,,35.312056652825675,50.83917624942428,19.843320294140963
74,,55.606908132363124,104.56523613845575,52.6571398069593
75,4.7738312529597895,28.97454333828367,116.8161010266751,29.05352469576476
76,32.98137510761883,39.3779472533913,31.737862336511036,44.023408258095806
77,4.866410700697944,74.2464303316469,4.801277510503663,5.235597561137737
78,19.137548123152172,59.25202553157176,,76.42743216439234
79,,18.223818728670423,5.0063483186849504,5.076325620686974
80,41.768700973344025,27.238617342238246,4.778489393871802,5.091322974255635
81,24.546920099832537,42.812904493674644,78.33270304125804,39.433178489739156
82,4.866410700697944,46.143427519669004,98.5481659692691,38.88088944301651
83,19.137548123152172,,4.650134511257148,4.621908260498863
84,,63.33318512043893,4.801277510503663,61.53859350104914
85,52.62056739147707,56.24762066454058,,28.501037291530263
86,4.8654195036060734,4.5703805518533995,29.517111692767532,5.076325620686974
87,4.866410700697944,,4.778489393871802,5.091322974255635
88,19.137548123152172,5.015073137247885,119.76988534234083,45.724347586788376
