Date and time: 2022-12-21 16:38:21.883667
Program settings and initial information: 
path_to_file_folder_fixed = C:/Users/dasha/plants/for_git/plants/peas_FeSO4/raw_data
paper_area = 6241mm2; paper_area_threshold = 5000pixels 
paper threshold position = photo width/x_pos_divider = img.shape[0]/11
contour_area_threshold = 1000 pixels 
template_filename = C:/Users/dasha/plants/for_git/plants/peas_FeSO4/raw_data/template/template.jpg
leaves parameters[0, 50, 0, 255, 94, 255]
roots parameters[61, 255, 0, 255, 94, 255]
seeds parameters[0, 28, 111, 255, 132, 255]
blur parameters[7, 3, 118]

,0.0,0.0025,0.01
0,11.32094511399626,64.19984798090431,30.835651143206903
1,105.63067734939645,0.0,10.910509399383898
2,75.26302208445905,120.03249947538512,13.219196312222813
3,44.131175612862215,43.729497284970876,0.0
4,58.68089817880246,5.31318905160353,6.875773155752636
5,90.20125736724194,17.477269308178787,59.044332713191416
6,111.8541076218139,66.67965326217507,24.572559771179257
7,134.9158913588564,0.0,53.217856792047456
8,5.725911840811387,79.20200051436903,95.35377578197671
9,108.74443135566497,105.77691891036022,29.290358636885387
10,14.737829993106764,89.45556302453485,77.70496101054995
11,85.06698366783075,,79.22198433018795
12,71.72257324713601,103.20709398518653,49.16089547423487
13,126.4261229928908,17.11385916903054,54.90135895389052
14,33.300278141074486,0.0,53.85995811500926
15,38.255787608128536,38.14139627309309,37.01834822295653
16,76.98562353510434,7.392077999707914,11.895483368762013
17,5.994167681434483,47.36866562766198,12.671668106835579
18,12.48314390215467,39.34979866288482,45.425771691551695
19,15.24019310367564,121.13849407957636,61.80515415797543
20,24.45933703688474,77.03576898435692,0.0
21,13.75980945346266,42.09652054053418,102.97536695221686
22,13.623583049814146,66.0644110774006,52.206416517018994
23,62.136643311142436,57.31318910267497,25.52885994878011
24,,98.70036668408592,28.31507942218805
25,34.18197107648431,42.17210246516087,71.44914813643965
26,55.12112996739334,8.750263457795468,74.63927367698258
27,56.49205653585774,80.19089076265703,81.54561423938615
28,66.12900729183026,13.953096262898779,10.773334036564936
29,114.4901613922665,6.376316976634374,64.38928921420982
30,10.759110363049544,19.326445550720916,6.421643244259593
31,63.26219650518812,41.946417344282835,46.583176155151136
32,135.2201726120479,63.308810022673335,22.003951489249456
33,27.440219858269963,87.4893109228607,39.91351369448594
34,35.462698444566634,64.32875947918706,46.55867597900127
35,,123.0873530025086,14.677501582225759
36,,47.41209145556354,77.10318644369812
37,9.861000174788838,59.51426281090067,85.91769190781274
38,9.447982244676256,59.078709513134314,48.21594039003051
39,93.76923893011504,53.85957182095639,91.3136944066052
40,110.55167784107178,36.10708964355136,78.52071521198722
41,74.60716614178462,95.62897672596232,69.43684484161948
42,107.85458753779852,53.78024001704595,5.1025673053747544
43,59.18051184673651,22.46251572667682,12.960089752861373
44,143.90436132654804,31.84516822040695,100.71775330118479
45,16.00188786799327,80.25637309967452,72.39124633609181
46,31.24362529472735,34.22553736609351,5.8636680970757675
47,22.31410446306026,67.98872469397998,11.795292961788277
48,5.779024208007869,29.629289996984756,54.398160417524494
49,6.820669725608427,77.5338000593957,20.724482463678463
50,46.83782123283744,,47.83122382312995
51,12.978935000864158,85.45956262537047,48.08367058181356
52,78.79276122365351,114.88601018134132,65.67343604848983
53,20.48467139704836,128.29894149828158,59.35170315306548
54,90.66336532850654,15.079480048257787,89.75677843603265
55,54.799139021019045,53.35366349517161,74.4920906448401
56,80.91898913286715,59.34740278784321,10.529307174998449
57,74.6286620392958,7.985090719898517,47.39862922897308
58,42.91065752565005,52.84577113240915,16.08605352103938
59,38.84113280035955,78.03368287319823,55.11029148147554
60,17.336711960977546,105.97765004354731,6.378699999875136
61,64.41194773900727,68.3981837541552,42.946811344126004
62,23.22483830642327,145.19953008266333,30.40382912490105
63,7.152900658563819,150.3502382538274,0.0
64,8.491330363882504,112.01510798295024,81.08778726438815
65,33.28314375045299,7.551081542766028,76.84072114129448
66,23.39854572643272,6.374692299300426,72.92410536682003
67,16.998751976790302,13.21668186177424,51.37801582183198
68,,6.063706262791491,101.0657121125164
69,90.31132219235455,35.77780033558463,47.7998634587249
70,30.409965713895367,67.30429567350639,0.0
71,77.2548222279316,117.19270949147578,34.60442092822508
72,123.37446543307419,36.20913878726964,14.962913728385136
73,58.6330106587566,54.6608436361619,106.27229389649031
74,59.68747455030919,45.82480732741294,33.786808556725894
75,11.095058970971895,31.659041713876295,65.43237851918559
76,9.124176710438771,32.49508927674018,6.807332659115146
77,43.98420250019512,41.85337979117044,51.50209564929723
78,33.7889293157438,11.370014494308968,0.0
79,53.65647068230979,23.70849112055802,28.754653393394985
80,,6.523701340248809,0.0
81,48.48457401849357,9.806077888325483,75.13962697439766
82,85.0703265755756,41.08323449317279,0.0
83,13.2596014304043,52.22253115638771,91.17969524657101
84,71.01851935501024,60.66634197803898,21.555044301825273
85,49.60234652376912,31.59409308264787,74.62787200819425
86,80.3334498061231,39.11854684784425,50.90739258473553
87,89.30943539435553,75.61908576027335,44.36055504827767
88,42.553942027714676,41.33410839148648,7.398769700530249
89,,91.61581206220131,92.31782091602892
90,5.9700492884704435,67.65855104914979,11.569283380094149
91,14.61046043673105,34.99922472731831,68.4489416320011
92,25.302358482706158,3.3590439321739054,0.0
93,23.40739739646965,23.449469940071754,
94,73.7091837289037,0.0,0.0
95,27.240830585662444,17.80877983173155,23.09799139218809
96,10.176051697065903,0.0,0.0
97,45.12159099823664,64.13323549828206,127.55326639614651
98,53.80806216741396,34.830673969793835,0.0
99,32.30797782533097,39.97626495069331,4.840309128515234
100,43.79583319394332,91.66414250681889,48.133016020543025
101,79.91305400803171,43.25875400849854,27.634686367618247
102,45.56180885567859,114.7342494892849,4.872990008807078
103,69.25610119363061,31.95293864392132,63.92409525607176
104,68.28119433172773,3.9524604286661664,0.0
105,13.85508495573895,0.0,0.0
106,23.08422710843579,8.698558802560871,0.0
107,11.554788220534252,0.0,0.0
108,58.66303481926094,0.0,0.0
109,48.06711583804207,0.0,62.795098414225805
110,12.464616598761854,49.18265177563147,0.0
111,80.08749242050409,45.95893466126565,47.53960211283483
112,53.94062672063082,0.0,17.481187957698996
113,65.4487509368589,62.27660917413603,36.64018136261263
114,72.73537472434107,62.71366749759637,35.78032170608398
115,69.11769343989423,103.54815827913774,7.839810159529608
116,94.71575951927369,63.00285511923578,12.66993453642445
117,,46.73189325349872,5.780725209552798
118,74.26131450803838,3.9605472774154027,3.892773257927709
119,112.04655477747797,54.56290463267864,0.0
120,24.62239090815472,0.0,0.0
121,50.55174181751257,32.908556602084474,0.0
122,70.65225028768057,0.0,36.04555587748747
123,35.928801819522604,52.60272919358783,82.27869992456063
124,48.274137421608174,43.23661626304806,0.0
125,27.316063298307274,0.0,0.0
126,41.66016292576735,44.72914314437631,2.489561051945652
127,44.8416397829082,38.521435108630826,0.0
128,27.15814596128307,76.44820854286446,35.13582979599747
129,71.10221508376735,57.13753393100661,3.4423363663527944
130,69.10518506724482,44.73380057326981,13.439758859792695
131,61.848371946327326,21.23403131107807,
132,,8.41305089140209,9.405839787796115
133,,1.1251307125465337,0.0
134,95.51737020642493,6.004260188818972,0.0
135,6.04376730837593,,0.0
136,4.260821456317808,0.0,0.0
137,91.45513190423935,37.49917583931968,64.00296508988612
138,31.01815680594522,0.0,0.0
139,34.94705897499954,55.836775581933566,0.0
140,10.532426204046436,52.57162352395431,22.553420096340226
141,41.70308229875718,76.77311541031106,0.3263733745230802
142,16.425247108146596,40.579633521327175,2.1178615109808616
143,7.5442166347818,0.0,
144,51.463018900438314,0.0,18.533950057984452
145,59.433510852091565,,
146,44.28883690256763,1.9030622686444234,2.7493693069824277
147,63.98013030519477,,0.0
148,46.48576493479441,,20.29808098329207
149,37.87261916708385,0.0,0.0
150,10.54573310209505,,0.0
151,62.04346889604407,0.0,9.170146783118057
152,92.6965228750051,72.06012695606654,0.0
153,34.5610992359096,38.015876967097306,0.0
154,46.21847050629712,86.76469267944628,125.58978000997936
155,102.66669515094489,0.0,0.0
156,4.846345943824101,,7.985329681940824
157,0.0,21.724194895014577,
158,13.37860883062713,,58.01286732147751
159,62.88137621897306,0.0,
160,27.589896243846095,,0.0
161,70.45247366731736,,0.0
162,150.65442168367,0.0,24.009677186803298
163,52.19231416825673,34.249197470530895,0.0
164,62.556209355447,0.0,0.0
165,74.09240949384805,54.02825611587619,99.17905308683608
166,2.6881525257270233,36.304661965369014,15.713859102722552
167,11.248164660543724,,0.0
168,0.0,118.17000771357166,0.0
169,6.825889085939497,,7.745650913840745
170,58.924047997851666,2.9437532601581924,8.134869209333228
171,38.79930262527029,,
172,0.0,0.0,0.0
173,18.402049146476273,,
174,,,
175,50.13323753519378,0.0,0.0
176,,55.59143135831872,0.0
177,,0.0,0.0
178,,0.0,0.0
179,0.0,0.0,0.0
180,20.116584246378235,,0.0
181,7.894074603885357,0.0,60.34203416553733
182,25.061780263842397,,0.0
183,,20.961432260462878,14.247257173803854
184,0.0,,5.187378414669837
185,0.9331900519983976,,
186,0.0,,1.9836557056651722
187,,,
188,5.809939235605448,,
189,,0.0,0.0
190,,0.0,16.105180533938988
191,69.85031577272491,0.0,0.0
192,0.0,,0.0
193,147.3617921414396,0.0,0.0
194,0.0,0.0,0.0
195,74.8580527941301,,21.521848821407612
196,0.7615039554475439,0.07445699290897505,
197,,,13.176048071362942
198,,,
199,,,
200,,,0.14271920445246558
201,,,
202,,,
203,0.3479185976325752,,0.0
204,,,
205,44.768805895029736,,0.0
206,0.0,,
207,0.0,,
208,0.0,,0.0
209,0.0,0.0,0.0
210,19.872529785419843,,
211,,,0.0
212,,,
213,,,
214,,,0.0
215,,,
216,,,
217,,,
218,2.155241658189071,,
219,,,
220,,,
221,0.0,,
222,,0.0,
223,,,
224,,,
225,,,0.0
226,,,
227,,,
228,,,0.0
229,,,
230,,,
231,,,
232,,,
233,0.0,,
234,,,
235,,0.0,
236,,,
237,,,
238,,,
239,,,
240,,,
241,,,
242,,,10.703741190858938
243,,,
244,,,
245,,,
246,,,
247,,,
248,,,
249,,,
