Date and time: 2022-12-21 16:38:21.883667
Program settings and initial information: 
path_to_file_folder_fixed = C:/Users/dasha/plants/for_git/plants/peas_FeSO4/raw_data
paper_area = 6241mm2; paper_area_threshold = 5000pixels 
paper threshold position = photo width/x_pos_divider = img.shape[0]/11
contour_area_threshold = 1000 pixels 
template_filename = C:/Users/dasha/plants/for_git/plants/peas_FeSO4/raw_data/template/template.jpg
leaves parameters[0, 50, 0, 255, 94, 255]
roots parameters[61, 255, 0, 255, 94, 255]
seeds parameters[0, 28, 111, 255, 132, 255]
blur parameters[7, 3, 118]

,0.0,0.0025,0.01
0,6.059633739710528,5.4194608119944085,2.513527994189832
1,50.74252318511038,0.0,0.0
2,3.4874599359606453,10.213280162243368,7.348857683189197
3,9.759287097242726,8.294727906537029,0.0
4,6.997628303684794,0.0,0.0
5,44.95257711694791,8.719293733622463,15.350356376626355
6,59.25797652151854,35.87255291316506,11.53925469422926
7,7.508632169979178,44.47345830208073,0.0
8,0.0,53.0453866567373,26.909445695250007
9,32.46787336576544,,37.91428610494163
10,28.219392389932043,26.07741501171245,4.204878522386381
11,70.33095038992586,32.36917685927442,7.430218794998894
12,60.27252798999054,,24.761940280479266
13,48.842307278978566,10.132447031344528,51.766536656117744
14,129.47845517827932,0.0,
15,27.022378473934037,13.815430770057986,1.4195113269746231
16,25.601188445914058,3.1938233491213266,15.936573315775343
17,8.108135047523838,13.76022880349645,0.4973267438725019
18,9.290267660564574,1.7352638738927988,3.4036164874698343
19,6.606466760541698,29.69469389037189,34.88341685988098
20,11.875857678708813,18.7037128426662,0.0
21,19.641897582882535,32.38288272228046,48.82411097892238
22,22.82082006707014,45.82581951382229,27.522759746407083
23,43.03153901389214,24.201469310157297,50.37872604509766
24,49.50605087132403,,
25,68.8191388631739,58.68356460612244,
26,35.88962834185064,4.917609058923092,43.987450920083454
27,53.16419875120977,39.46088044060099,61.809801914557
28,72.65688456343851,11.047094184329806,12.104072144819202
29,81.5644389795608,2.8901875951189595,0.0
30,6.614654749789082,7.369467085631928,9.536740996938736
31,2.026141847352646,6.8715684659460985,6.218697240932093
32,11.469015529768933,47.08811972784454,3.524071141945411
33,41.87932403822701,28.022533985594958,10.758361864326702
34,65.48216803936444,24.124295801351842,0.0
35,9.448029086213683,53.3135848513563,53.064063608408425
36,8.614901766598983,39.70942591439331,66.36686539068171
37,21.34173807789952,32.07860974204575,41.089844723945156
38,19.13435757115194,49.66750013492235,0.0
39,80.72042742020928,31.231595911750084,24.371290493628244
40,102.06672060095326,22.51705236220937,11.742757360189714
